0 0 0
1 418 8192
2 1313 8192
3 5984 8192
4 10749 16384
5 11150 16384
6 11994 16384
7 12192 16384
8 12410 16384
9 12453 16384
10 13175 16384
11 14952 24576
12 15523 24576
13 15553 24576
14 17607 24576
15 17621 24576
16 17921 24576
17 18564 24576
18 18797 24576
19 18821 24576
20 26732 32768
21 27211 32768
22 27379 32768
23 27822 32768
24 28684 32768
25 28696 32768
26 32056 40960
27 36885 49152
28 40537 49152
29 40640 49152
30 40793 49152
31 40959 49152
32 44941 57344
33 45231 57344
34 46314 57344
35 46947 57344
36 49461 57344
37 49521 57344
38 49653 57344
39 51221 57344
40 51233 57344
41 51426 57344
42 51948 57344
43 53081 57344
44 54624 57344
45 54645 57344
46 54679 57344
47 59605 65536
48 59637 65536
49 59685 65536
50 60536 65536
51 60712 65536
52 60928 65536
53 60947 65536
54 60993 65536
55 61003 65536
56 65284 73728
57 67165 73728
58 67190 73728
59 67561 73728
60 67616 73728
61 70868 73728
62 72048 73728
63 72123 73728
64 73562 81920
65 77255 81920
66 79377 81920
67 80242 81920
68 80261 81920
69 84408 90112
70 87152 90112
71 87261 90112
72 87272 90112
73 87305 90112
74 88204 90112
75 89227 98304
76 89319 98304
77 89348 98304
78 89378 98304
79 89481 98304
80 90313 98304
81 90323 98304
82 90681 98304
83 92983 98304
84 93082 98304
85 93589 98304
86 93612 98304
87 97109 98304
88 97162 98304
89 100880 106496
90 103895 106496
91 108199 114688
92 108236 114688
93 108313 114688
94 109218 114688
95 115776 122880
96 115799 122880
97 115901 122880
98 116944 122880
99 121936 131072
100 121955 131072
101 122195 131072
102 126669 139264
103 130215 139264
104 132192 139264
105 132223 139264
106 132235 139264
107 132959 139264
108 133030 139264
109 133098 139264
110 133147 139264
111 133352 139264
112 133360 139264
113 133466 139264
114 133479 139264
115 139762 147456
116 143652 155648
117 144615 155648
118 145035 155648
119 146046 155648
120 149961 155648
121 153038 163840
122 153906 163840
123 157399 163840
124 160408 172032
125 160615 172032
126 160626 172032
127 160667 172032
128 160677 172032
129 160719 172032
130 161058 172032
131 161067 172032
132 161281 172032
133 163951 172032
134 164014 172032
135 164095 172032
136 164117 172032
137 164130 172032
138 164151 172032
139 164441 172032
140 164811 172032
141 165011 172032
142 165031 172032
143 165947 172032
144 165992 172032
145 166170 172032
146 166149 172032
147 166534 172032
148 166545 172032
149 166586 172032
150 171474 180224
151 171701 180224
152 171805 180224
153 174223 180224
154 175132 180224
155 182164 188416
156 183672 188416
157 183684 188416
158 184620 188416
159 184645 188416
160 187112 196608
161 187153 196608
162 187186 196608
163 187233 196608
164 190487 196608
165 190522 196608
166 193754 204800
167 193893 204800
168 193986 204800
169 196386 204800
170 196439 204800
171 196607 204800
172 197984 204800
173 201394 204800
174 201404 204800
175 201737 204800
176 204793 212992
177 204857 212992
178 210220 221184
179 210236 221184
180 210540 221184
181 210885 221184
182 210994 221184
183 211022 221184
184 218884 229376
185 218911 229376
186 218972 229376
187 219723 229376
188 223625 229376
189 223691 229376
190 223927 229376
191 224304 229376
192 224314 229376
193 225280 229376
194 225303 229376
195 225399 229376
196 225506 229376
197 225568 229376
198 225952 229376
199 225961 229376
200 226710 229376
201 228564 237568
202 234866 237568
203 234914 237568
204 240281 245760
205 240535 245760
206 240550 245760
207 240603 245760
208 240679 245760
209 242281 245760
210 242727 245760
211 242739 245760
212 242758 245760
213 242731 245760
214 242761 245760
215 243782 245760
216 247147 253952
217 247155 253952
218 247836 253952
219 248449 253952
220 250040 253952
221 250113 253952
222 250189 253952
223 250620 253952
224 250647 253952
225 250773 253952
226 251279 253952
227 251315 253952
228 254080 262144
229 256828 262144
230 259166 262144
231 260355 270336
232 260412 270336
233 260474 270336
234 260508 270336
235 260969 270336
236 261156 270336
237 263363 270336
238 263423 270336
239 263464 270336
240 264748 270336
241 269548 278528
242 269709 278528
243 272280 278528
244 272335 278528
245 272414 278528
246 273682 278528
247 273693 278528
248 278809 286720
249 283892 294912
250 283917 294912
251 284055 294912
252 291570 303104
253 291751 303104
254 291839 303104
255 291872 303104
256 291886 303104
257 291901 303104
258 294171 303104
259 294375 303104
260 294477 303104
261 294516 303104
262 296641 303104
263 298874 311296
264 298924 311296
265 301021 311296
266 306105 319488
267 306119 319488
268 308094 319488
269 308150 319488
270 308896 319488
271 309072 319488
272 316447 327680
273 316863 327680
274 317163 327680
275 317334 327680
276 317555 327680
277 317619 327680
278 317823 327680
279 317910 327680
280 319932 327680
281 319940 327680
282 319962 327680
283 319993 327680
284 320386 327680
285 320564 327680
286 321008 327680
287 322235 327680
288 322398 327680
289 324623 335872
290 324639 335872
291 326023 335872
292 326166 335872
293 329150 335872
294 329753 335872
295 330058 335872
296 333535 344064
297 335394 344064
298 336862 344064
299 336903 344064
300 336921 344064
301 337936 344064
302 338355 344064
303 339302 344064
304 339588 344064
305 342259 352256
306 345279 352256
307 344895 352256
308 345039 352256
309 345105 352256
310 347049 352256
311 347345 352256
312 348455 352256
313 348932 352256
314 348965 352256
315 349539 352256
316 349484 352256
317 352170 360448
318 352287 360448
319 352569 360448
320 353268 360448
321 353330 360448
322 353349 360448
323 356290 360448
324 356333 360448
325 361304 368640
326 361506 368640
